P_id,start_time,end_time,mean_GSR,std_GSR,mean_HR,std_HR,mean_Valence,std_Valence,median_Valence,mean_Arousal,std_Arousal,median_Arousal,videoID,change_score,Valence,Arousal,Index
2,1.69598E+12,1.69598E+12,609.86,0.535,220.88,0.385,5.935,0.191,5.935,2.6,0,2.6,8,4.977292068,1,0,471
2,1.69598E+12,1.69598E+12,610.26,0.6,220.84,0.584,5.534,0.422,5.53,2.87,0,2.87,8,0.340785173,1,0,472
2,1.69598E+12,1.69598E+12,610.54,0.646,220.72,0.573,5.108,0.148,5,3.454,0.226,3.4,8,0.094069963,1,0,473
2,1.69598E+12,1.69598E+12,610.56,0.501,220.64,0.563,5.108,0.148,5,3.454,0.226,3.4,8,0.033272539,1,0,474
2,1.69598E+12,1.69598E+12,610.78,0.582,220.72,0.573,5.108,0.148,5,3.454,0.226,3.4,8,0.389388417,1,0,475
2,1.69598E+12,1.69598E+12,610.94,0.55,220.68,0.513,5.108,0.148,5,3.454,0.226,3.4,8,0.041548084,1,0,476
2,1.69598E+12,1.69598E+12,610.94,0.512,220.7,0.544,5.108,0.148,5,3.454,0.226,3.4,8,2.53E-09,1,0,477
2,1.69598E+12,1.69598E+12,611.18,0.596,220.64,0.663,5.108,0.148,5,3.454,0.226,3.4,8,0.075128606,1,0,478
2,1.69598E+12,1.69598E+12,611.32,0.551,220.66,0.593,5.108,0.148,5,3.454,0.226,3.4,8,0.050103006,1,0,479
2,1.69598E+12,1.69598E+12,611.4,0.495,220.72,0.607,5.108,0.148,5,3.454,0.226,3.4,8,0.000261897,1,0,480
2,1.69598E+12,1.69598E+12,611.58,0.575,220.88,0.385,5.108,0.148,5,3.454,0.226,3.4,8,0.518093845,1,0,481
2,1.69598E+12,1.69598E+12,611.64,0.525,220.68,0.621,5.108,0.148,5,3.454,0.226,3.4,8,0.740891394,1,0,482
2,1.69598E+12,1.69598E+12,611.76,0.555,220.76,0.657,5.128,0.165,5.27,5.926,1.36,6.07,8,0.000658149,1,1,483
2,1.69598E+12,1.69598E+12,611.78,0.545,220.7,0.505,3.933,0.265,3.93,7.93,0,7.93,8,0.031591619,0,1,484
2,1.69598E+12,1.69598E+12,611.96,0.493,220.74,0.6,3.67,0,3.67,7.268,0.345,7.265,8,0.469199694,0,1,485
2,1.69598E+12,1.69598E+12,612.04,0.533,220.66,0.479,3.67,0,3.67,7.268,0.345,7.265,8,0.352514093,0,1,486
2,1.69598E+12,1.69598E+12,612.24,0.431,220.78,0.582,3.67,0,3.67,7.13,0,7.13,8,0.884990702,0,1,487
2,1.69598E+12,1.69598E+12,612.28,0.64,220.76,0.517,3.67,0,3.67,8.332,0.345,8.335,8,0.563797577,0,1,488
2,1.69598E+12,1.69598E+12,612.28,0.497,220.72,0.573,3.67,0,3.67,8.6,0.184,8.6,8,0.000502553,0,1,489
2,1.69598E+12,1.69598E+12,612.28,0.454,220.74,0.565,4.133,0.135,4.2,8.665,0.13,8.73,8,0.000212206,0,1,490
2,1.69598E+12,1.69598E+12,612.48,0.505,220.84,0.584,4.133,0.135,4.2,8.665,0.13,8.73,8,0.099352206,0,1,491
2,1.69598E+12,1.69598E+12,612.52,0.614,220.72,0.497,4.133,0.135,4.2,8.665,0.13,8.73,8,0.000303371,0,1,492
2,1.69598E+12,1.69598E+12,612.42,0.538,220.7,0.544,4.133,0.135,4.2,8.665,0.13,8.73,8,0.000634736,0,1,493
2,1.69598E+12,1.69598E+12,612.22,0.507,220.72,0.497,4.6,0.184,4.6,8.73,0,8.73,8,0.196371728,0,1,494
2,1.69598E+12,1.69598E+12,612.42,0.575,220.82,0.661,4.6,0.184,4.6,8.73,0,8.73,8,0.073347431,0,1,495
3,1.69599E+12,1.69599E+12,373.56,14.234,260.34,1.923,5,0,5,5,0,5,1,5.302412547,0,0,496
3,1.69599E+12,1.69599E+12,321.3,11.291,261.36,1.882,5.99,1.132,5.53,6.943,0.711,7.4,1,5.302412547,1,1,497
3,1.69599E+12,1.69599E+12,319.46,5.901,258.82,2.327,8.82,0.156,8.73,7.4,0,7.4,1,6.134826574,1,1,498
3,1.69599E+12,1.69599E+12,337.02,5.133,259.98,1.378,8.82,0.156,8.73,7.4,0,7.4,1,8.164582165,1,1,499
3,1.69599E+12,1.69599E+12,351.56,3.759,261.1,0.735,8.82,0.156,8.73,7.4,0,7.4,1,6.741276514,1,1,500
3,1.69599E+12,1.69599E+12,363.62,3.356,259.6,1.325,8.82,0.156,8.73,7.4,0,7.4,1,8.262989034,1,1,501
3,1.69599E+12,1.69599E+12,371.88,1.848,259.16,0.934,8.82,0.156,8.73,7.4,0,7.4,1,5.724643115,1,1,502
3,1.69599E+12,1.69599E+12,378.54,2.15,258.02,0.714,8.82,0.156,8.73,7.4,0,7.4,1,5.907562303,1,1,503
3,1.69599E+12,1.69599E+12,384.2,1.852,257.4,0.639,8.82,0.156,8.73,7.4,0,7.4,1,6.121394084,1,1,504
3,1.69599E+12,1.69599E+12,388.9,1.919,257.22,0.545,8.82,0.156,8.73,7.4,0,7.4,1,5.727891853,1,1,505
3,1.69599E+12,1.69599E+12,393.52,1.581,257.3,0.614,8.82,0.156,8.73,7.4,0,7.4,1,3.477451425,1,1,506
3,1.69599E+12,1.69599E+12,397.82,1.395,257.34,0.593,8.82,0.156,8.73,7.4,0,7.4,1,4.343043432,1,1,507
3,1.69599E+12,1.69599E+12,401.56,1.373,257.36,0.693,8.82,0.156,8.73,7.4,0,7.4,1,5.767355745,1,1,508
3,1.69599E+12,1.69599E+12,405.58,1.486,257.76,0.797,8.82,0.156,8.73,7.4,0,7.4,1,4.060147901,1,1,509
3,1.69599E+12,1.69599E+12,409.58,1.214,259.26,0.633,8.82,0.156,8.73,7.4,0,7.4,1,4.412310748,1,1,510
3,1.69599E+12,1.69599E+12,412.82,1.304,259.84,0.65,8.82,0.156,8.73,7.4,0,7.4,1,4.046125077,1,1,511
3,1.69599E+12,1.69599E+12,416.1,1.216,260.76,0.657,8.73,0,8.73,4.6,1.577,4.6,1,4.844443707,1,0,512
3,1.69599E+12,1.69599E+12,416.16,5.16,261.02,0.553,8.698,0.092,8.73,2.1,0.299,2.07,1,3.151490906,1,0,513
3,1.69599E+12,1.69599E+12,418.02,4.128,260.78,0.764,4.632,2.043,4.47,1.91,0.262,1.8,1,1.509138928,0,0,514
3,1.69599E+12,1.69599E+12,421,1.591,261.2,0.728,4.632,2.043,4.47,1.91,0.262,1.8,1,1.277367041,0,0,515
3,1.69599E+12,1.69599E+12,423.4,1.05,261.92,0.752,4.632,2.043,4.47,1.91,0.262,1.8,1,3.004577351,0,0,516
3,1.69599E+12,1.69599E+12,424.64,1.005,261.74,0.777,4.632,2.043,4.47,1.91,0.262,1.8,1,1.850212695,0,0,517
3,1.69599E+12,1.69599E+12,426.9,1.165,261.52,0.544,4.632,2.043,4.47,1.91,0.262,1.8,1,3.438577376,0,0,518
3,1.69599E+12,1.69599E+12,428.3,0.931,262.04,0.533,4.632,2.043,4.47,1.91,0.262,1.8,1,1.706458259,0,0,519
3,1.69599E+12,1.69599E+12,432.64,3.082,262.08,0.695,4.632,2.043,4.47,1.91,0.262,1.8,1,3.412219628,0,0,520
3,1.69599E+12,1.69599E+12,437.24,1.041,262.12,0.659,2.6,0,2.6,5.133,1.423,5.135,1,3.184683191,0,1,521
3,1.69599E+12,1.69599E+12,438.9,1.111,262.14,0.572,2.735,0.191,2.735,6.87,0,6.87,1,2.622976782,0,1,522
3,1.69599E+12,1.69599E+12,440.8,1.143,262.32,0.653,5.343,1.392,5.27,6.536,0.224,6.6,1,3.092531931,1,1,523
3,1.69599E+12,1.69599E+12,435,4.458,262.5,0.544,5.343,1.392,5.27,6.536,0.224,6.6,1,3.368487449,1,1,524
3,1.69599E+12,1.69599E+12,431.92,0.922,262.32,0.741,5.343,1.392,5.27,6.536,0.224,6.6,1,2.439177545,1,1,525
3,1.69599E+12,1.69599E+12,433.82,1.24,263.26,0.664,5.343,1.392,5.27,6.536,0.224,6.6,1,2.94842696,1,1,526
3,1.69599E+12,1.69599E+12,435.28,0.927,263.08,0.829,5.343,1.392,5.27,6.536,0.224,6.6,1,2.210034011,1,1,527
3,1.69599E+12,1.69599E+12,436.46,1.073,263.78,0.79,5.343,1.392,5.27,6.536,0.224,6.6,1,2.062160486,1,1,528
3,1.69599E+12,1.69599E+12,438.5,1.298,265.02,1.078,5.343,1.392,5.27,6.536,0.224,6.6,1,2.912955341,1,1,529
3,1.69599E+12,1.69599E+12,440.02,1.078,265.04,1.384,5.343,1.392,5.27,6.536,0.224,6.6,1,3.004157258,1,1,530
3,1.69599E+12,1.69599E+12,235.94,8.326,248,1.01,5,0,5,5,0,5,2,7.406656108,0,0,531
3,1.69599E+12,1.69599E+12,247.08,6.676,251.74,1.827,5,0,5,5.4,0.184,5.4,2,7.406656108,0,1,532
3,1.69599E+12,1.69599E+12,257.12,4.383,253.96,5.01,5,0,5,5.4,0.184,5.4,2,3.21053688,0,1,533
3,1.69599E+12,1.69599E+12,236.7,6.649,244.58,1.126,5,0,5,5.4,0.184,5.4,2,3.742967634,0,1,534
3,1.69599E+12,1.69599E+12,248.32,7,243.96,0.638,5,0,5,5.4,0.184,5.4,2,5.671291922,0,1,535
3,1.69599E+12,1.69599E+12,265.9,3.845,244.82,0.896,5.333,0.484,5,6.933,0.592,7.265,2,7.608424681,1,1,536
3,1.69599E+12,1.69599E+12,282.04,4.66,246.18,1.004,7,0.343,7,7.4,0,7.4,2,8.248275044,1,1,537
3,1.69599E+12,1.69599E+12,292.06,4.774,248.7,0.735,7,0.343,7,7.4,0,7.4,2,3.904293485,1,1,538
3,1.69599E+12,1.69599E+12,303.98,3.93,250.26,0.876,7,0.343,7,7.4,0,7.4,2,6.678385929,1,1,539
3,1.69599E+12,1.69599E+12,303.88,4.83,252.14,3.411,7,0.343,7,7.4,0,7.4,2,0.878396192,1,1,540
3,1.69599E+12,1.69599E+12,318.18,3.751,250.3,0.735,7,0.343,7,7.4,0,7.4,2,8.107545777,1,1,541
3,1.69599E+12,1.69599E+12,316.08,3.51,247.5,3.17,7,0.343,7,7.4,0,7.4,2,4.412302365,1,1,542
3,1.69599E+12,1.69599E+12,278.3,11.253,254.38,3.07,7,0.343,7,7.4,0,7.4,2,11.09041215,1,1,543
3,1.69599E+12,1.69599E+12,255.66,5.903,253.68,2.781,7,0.343,7,7.4,0,7.4,2,6.952113776,1,1,544
3,1.69599E+12,1.69599E+12,276.58,6.376,255.7,3.321,7,0.343,7,7.4,0,7.4,2,4.294593223,1,1,545
3,1.69599E+12,1.69599E+12,290.98,2.889,243.84,1.434,7,0.343,7,7.4,0,7.4,2,6.131705661,1,1,546
3,1.69599E+12,1.69599E+12,300.42,5.273,252.5,2.112,7,0.343,7,7.4,0,7.4,2,8.272178558,1,1,547
3,1.69599E+12,1.69599E+12,266.12,8.863,254.54,1.982,7,0.343,7,7.4,0,7.4,2,29.79497091,1,1,548
3,1.69599E+12,1.69599E+12,268.72,10.554,258.56,2.643,7,0.343,7,7.4,0,7.4,2,6.85115219,1,1,549
3,1.69599E+12,1.69599E+12,249.76,5.294,258.36,1.849,7,0.343,7,7.4,0,7.4,2,5.101333603,1,1,550
3,1.69599E+12,1.69599E+12,269.44,5.873,258.56,1.232,7,0.343,7,7.4,0,7.4,2,5.050677066,1,1,551
3,1.69599E+12,1.69599E+12,288.62,5.182,258.08,3.596,7,0.343,7,7.4,0,7.4,2,4.95268276,1,1,552
3,1.69599E+12,1.69599E+12,299.14,4.849,254.96,3.476,7,0.343,7,7.4,0,7.4,2,7.010426884,1,1,553
3,1.69599E+12,1.69599E+12,276.42,4.509,248.68,6.264,7,0.343,7,7.4,0,7.4,2,1.057631389,1,1,554
3,1.69599E+12,1.69599E+12,290.6,3.844,252.14,5.65,7,0.343,7,7.4,0,7.4,2,8.200295949,1,1,555
3,1.69599E+12,1.69599E+12,284.6,4.69,257.84,4.297,7,0.343,7,7.4,0,7.4,2,7.08856041,1,1,556
3,1.69599E+12,1.69599E+12,280.26,4.81,256.8,3.213,7,0.343,7,7.4,0,7.4,2,5.156663107,1,1,557
3,1.69599E+12,1.69599E+12,292.38,4.333,259,3.301,7,0.343,7,7.4,0,7.4,2,6.671698506,1,1,558
3,1.69599E+12,1.69599E+12,301.14,2.041,248.4,6.749,7,0.343,7,7.4,0,7.4,2,6.710702818,1,1,559
3,1.69599E+12,1.69599E+12,309.2,1.641,247.98,3.977,7,0.343,7,7.4,0,7.4,2,8.119433578,1,1,560
3,1.69599E+12,1.69599E+12,311.5,7.723,247.86,4.802,7,0.343,7,7.4,0,7.4,2,7.218996892,1,1,561
3,1.69599E+12,1.69599E+12,274.48,5.346,256.8,7.767,7.933,0.265,7.93,7.4,0,7.4,2,7.1496725,1,1,562
3,1.69599E+12,1.69599E+12,290.06,4.216,256.68,0.978,8.47,0,8.47,7.4,0,7.4,2,5.536279363,1,1,563
3,1.69599E+12,1.69599E+12,265.84,7.633,252.34,5.52,8.47,0,8.47,7.4,0,7.4,2,17.13342967,1,1,564
3,1.69599E+12,1.69599E+12,313.26,2.136,247.36,0.875,5,0,5,5,0,5,3,6.11894407,0,0,565
3,1.69599E+12,1.69599E+12,271.42,14.938,249.06,2.262,5,0,5,5.27,0,5.27,3,6.11894407,0,1,566
3,1.69599E+12,1.69599E+12,260.78,7.476,251.78,0.545,5.706,0.858,5.27,6.961,0.646,7.4,3,7.451037334,1,1,567
3,1.69599E+12,1.69599E+12,282.18,5.742,251.94,0.586,5.706,0.858,5.27,6.961,0.646,7.4,3,3.247164542,1,1,568
3,1.69599E+12,1.69599E+12,301.28,4.853,251.08,0.724,5.706,0.858,5.27,6.961,0.646,7.4,3,3.376224478,1,1,569
3,1.69599E+12,1.69599E+12,318.06,4.497,250.88,0.799,5.706,0.858,5.27,6.961,0.646,7.4,3,8.53616878,1,1,570
3,1.69599E+12,1.69599E+12,331.96,4.045,248.82,2.145,5.706,0.858,5.27,6.961,0.646,7.4,3,7.169245598,1,1,571
3,1.69599E+12,1.69599E+12,343.96,3.282,251.56,0.705,5.706,0.858,5.27,6.961,0.646,7.4,3,7.835744728,1,1,572
3,1.69599E+12,1.69599E+12,354.74,2.841,253.1,0.931,5.706,0.858,5.27,6.961,0.646,7.4,3,8.240528185,1,1,573
3,1.69599E+12,1.69599E+12,364.38,2.432,256.78,3.851,7.324,0.209,7.4,4.543,1.544,4.47,3,8.23255419,1,0,574
3,1.69599E+12,1.69599E+12,370.78,2.332,253.34,5.666,4.2,0.884,4.2,2.6,0,2.6,3,7.575111925,0,0,575
3,1.69599E+12,1.69599E+12,377.42,1.96,249.24,1.098,4.2,0.884,4.2,2.6,0,2.6,3,5.445761554,0,0,576
3,1.69599E+12,1.69599E+12,383.62,1.159,249.76,2.378,4.2,0.884,4.2,2.6,0,2.6,3,8.5565813,0,0,577
3,1.69599E+12,1.69599E+12,389.32,1.942,250.92,2.927,4.2,0.884,4.2,2.6,0,2.6,3,6.568996898,0,0,578
3,1.69599E+12,1.69599E+12,393.76,1.648,247.52,0.839,4.2,0.884,4.2,2.6,0,2.6,3,6.771970862,0,0,579
3,1.69599E+12,1.69599E+12,398.56,1.527,249.98,1.301,4.2,0.884,4.2,2.6,0,2.6,3,6.604309046,0,0,580
3,1.69599E+12,1.69599E+12,402.62,1.227,253.2,1.355,4.2,0.884,4.2,2.6,0,2.6,3,5.510891557,0,0,581
3,1.69599E+12,1.69599E+12,406.72,1.325,254.2,1.01,4.2,0.884,4.2,2.6,0,2.6,3,6.25277656,0,0,582
3,1.69599E+12,1.69599E+12,410.46,1.11,255.6,4.204,4.2,0.884,4.2,2.6,0,2.6,3,5.622629709,0,0,583
3,1.69599E+12,1.69599E+12,414.34,1.272,258.94,3.992,4.2,0.884,4.2,2.6,0,2.6,3,4.927541773,0,0,584
3,1.69599E+12,1.69599E+12,416.88,1.335,252.46,4.514,4.2,0.884,4.2,2.6,0,2.6,3,5.835768874,0,0,585
3,1.69599E+12,1.69599E+12,419.9,1.619,251.9,1.753,2.87,0,2.87,2.33,0,2.33,3,3.093158334,0,0,586
3,1.69599E+12,1.69599E+12,422.76,1.333,253.3,1.093,2.87,0,2.87,2.33,0,2.33,3,4.216595038,0,0,587
3,1.69599E+12,1.69599E+12,338.08,2.088,248.7,2.41,5,0,5,5,0,5,4,7.077239841,0,0,588
3,1.69599E+12,1.69599E+12,272.24,28.117,246.76,1.697,5.917,0.964,5.665,6.35,0.44,6.6,4,7.077239841,1,1,589
3,1.69599E+12,1.69599E+12,266.6,7.088,247.12,2.3,7.67,0,7.67,5.267,0.73,5.27,4,2.907925651,1,1,590
3,1.69599E+12,1.69599E+12,288.52,6.463,248.42,2.304,7.829,0.286,7.67,2.892,0.61,2.735,4,5.169653098,1,0,591
3,1.69599E+12,1.69599E+12,309.18,5.45,252.6,1.414,7.829,0.286,7.67,2.892,0.61,2.735,4,4.095775928,1,0,592
3,1.69599E+12,1.69599E+12,301.56,5.327,254.16,2.502,7.829,0.286,7.67,2.892,0.61,2.735,4,2.672189572,1,0,593
3,1.69599E+12,1.69599E+12,309.48,3.138,252.52,1.669,7.829,0.286,7.67,2.892,0.61,2.735,4,6.000714438,1,0,594
3,1.69599E+12,1.69599E+12,320.56,3.058,250.12,0.799,7.829,0.286,7.67,2.892,0.61,2.735,4,8.200172003,1,0,595
3,1.69599E+12,1.69599E+12,329.56,3.118,250,0.67,7.829,0.286,7.67,2.892,0.61,2.735,4,6.651945614,1,0,596
3,1.69599E+12,1.69599E+12,338.8,2.821,251.66,2.994,7.829,0.286,7.67,2.892,0.61,2.735,4,6.628566784,1,0,597
3,1.69599E+12,1.69599E+12,346.58,2.572,248.9,0.678,7.829,0.286,7.67,2.892,0.61,2.735,4,6.24610156,1,0,598
3,1.69599E+12,1.69599E+12,353.66,2.228,248.18,0.56,7.829,0.286,7.67,2.892,0.61,2.735,4,6.571096019,1,0,599
3,1.69599E+12,1.69599E+12,360.32,1.911,248.18,0.72,7.829,0.286,7.67,2.892,0.61,2.735,4,6.003412745,1,0,600
3,1.69599E+12,1.69599E+12,366.74,1.688,248.44,0.675,7.829,0.286,7.67,2.892,0.61,2.735,4,8.289548846,1,0,601
3,1.69599E+12,1.69599E+12,372.24,2.134,250.24,1.559,7.829,0.286,7.67,2.892,0.61,2.735,4,6.539984081,1,0,602
3,1.69599E+12,1.69599E+12,377.7,1.992,252.06,2.014,7.829,0.286,7.67,2.892,0.61,2.735,4,5.88788604,1,0,603
3,1.69599E+12,1.69599E+12,382.64,1.522,251.44,1.763,7.829,0.286,7.67,2.892,0.61,2.735,4,6.450298844,1,0,604
3,1.69599E+12,1.69599E+12,387.16,1.376,250.3,0.647,7.829,0.286,7.67,2.892,0.61,2.735,4,4.759083922,1,0,605
3,1.69599E+12,1.69599E+12,391.22,1.582,248.9,4.137,7.829,0.286,7.67,2.892,0.61,2.735,4,6.619906862,1,0,606
3,1.69599E+12,1.69599E+12,394.28,1.457,245.28,0.671,7.829,0.286,7.67,2.892,0.61,2.735,4,3.686044036,1,0,607
3,1.69599E+12,1.69599E+12,398.14,1.161,245.38,0.725,7.829,0.286,7.67,2.892,0.61,2.735,4,6.015438654,1,0,608
3,1.69599E+12,1.69599E+12,401.92,1.259,245.28,0.701,7.829,0.286,7.67,2.892,0.61,2.735,4,5.10897079,1,0,609
3,1.69599E+12,1.69599E+12,405.5,1.515,245.16,0.65,7.829,0.286,7.67,2.892,0.61,2.735,4,5.989419377,1,0,610
3,1.69599E+12,1.69599E+12,408.66,1.394,245.14,0.67,7.829,0.286,7.67,2.892,0.61,2.735,4,3.613073787,1,0,611
3,1.69599E+12,1.69599E+12,411.5,1.055,245.06,0.74,8.47,0,8.47,3.8,0.807,3.8,4,0.376490422,1,0,612
3,1.69599E+12,1.69599E+12,414.86,1.069,245,0.639,8.47,0,8.47,6.134,0.566,6.2,4,4.561145918,1,1,613
3,1.69599E+12,1.69599E+12,418.08,1.368,244.8,0.639,8.47,0,8.47,4.867,0.961,4.865,4,2.269374358,1,0,614
3,1.69599E+12,1.69599E+12,420.92,1.275,244.72,0.671,8.133,0.259,8.065,3.198,0.135,3.13,4,4.000869344,1,0,615
3,1.69599E+12,1.69599E+12,423.68,1.039,244.78,0.708,8.133,0.259,8.065,3.198,0.135,3.13,4,4.799800727,1,0,616
3,1.69599E+12,1.69599E+12,424.96,0.989,245.38,0.667,8.133,0.259,8.065,3.198,0.135,3.13,4,3.346306345,1,0,617
3,1.69599E+12,1.69599E+12,425.36,1.191,245.3,0.678,8.133,0.259,8.065,3.198,0.135,3.13,4,0.002772649,1,0,618
3,1.69599E+12,1.69599E+12,427.54,0.994,245.26,0.565,8.133,0.259,8.065,3.198,0.135,3.13,4,3.369542081,1,0,619
3,1.69599E+12,1.69599E+12,323.42,8.855,246.28,0.607,5,0,5,5,0,5,5,4.877189842,0,0,620
3,1.69599E+12,1.69599E+12,296.7,13.334,246.94,0.652,5,0,5,5.933,0.498,5.935,5,4.877189842,0,1,621
3,1.69599E+12,1.69599E+12,281.9,4.879,247.52,0.505,5,0,5,4.6,1.115,4.6,5,2.720642846,0,0,622
3,1.69599E+12,1.69599E+12,299.2,4.422,248.18,0.661,6.334,0.885,6.33,2.6,0,2.6,5,8.495254185,1,0,623
3,1.69599E+12,1.69599E+12,313.44,4.39,248.56,0.611,6.334,0.885,6.33,2.6,0,2.6,5,8.322573842,1,0,624
3,1.69599E+12,1.69599E+12,327.26,3.475,249.24,0.591,6.334,0.885,6.33,2.6,0,2.6,5,8.236279387,1,0,625
3,1.69599E+12,1.69599E+12,339.14,3.084,249.62,0.602,6.334,0.885,6.33,2.6,0,2.6,5,8.742543495,1,0,626
3,1.69599E+12,1.69599E+12,347.8,2.474,251.4,1.69,6.334,0.885,6.33,2.6,0,2.6,5,6.494185574,1,0,627
3,1.69599E+12,1.69599E+12,354.88,2.553,250.6,2.864,6.334,0.885,6.33,2.6,0,2.6,5,7.463204795,1,0,628
3,1.69599E+12,1.69599E+12,362.9,1.729,250.28,4.267,6.334,0.885,6.33,2.6,0,2.6,5,7.468820319,1,0,629
3,1.69599E+12,1.69599E+12,369.04,1.726,245.44,0.541,6.334,0.885,6.33,2.6,0,2.6,5,7.60695927,1,0,630
3,1.69599E+12,1.69599E+12,374.72,1.604,245.42,0.81,6.334,0.885,6.33,2.6,0,2.6,5,7.331422021,1,0,631
3,1.69599E+12,1.69599E+12,380.1,1.741,243.58,0.609,6.334,0.885,6.33,2.6,0,2.6,5,7.318034253,1,0,632
3,1.69599E+12,1.69599E+12,384.92,1.469,243.38,0.53,6.334,0.885,6.33,2.6,0,2.6,5,6.505248221,1,0,633
3,1.69599E+12,1.69599E+12,389.72,1.666,243.4,0.495,6.334,0.885,6.33,2.6,0,2.6,5,5.417764722,1,0,634
3,1.69599E+12,1.69599E+12,393.52,1.705,243.48,0.58,6.334,0.885,6.33,2.6,0,2.6,5,5.229738415,1,0,635
3,1.69599E+12,1.69599E+12,397.38,1.21,243.68,0.621,6.334,0.885,6.33,2.6,0,2.6,5,5.557650399,1,0,636
3,1.69599E+12,1.69599E+12,400.92,1.066,244.24,0.657,6.334,0.885,6.33,2.6,0,2.6,5,4.786814269,1,0,637
3,1.69599E+12,1.69599E+12,404.42,1.214,244.64,0.563,6.334,0.885,6.33,2.6,0,2.6,5,4.296072171,1,0,638
3,1.69599E+12,1.69599E+12,408.04,1.399,244.7,0.614,6.334,0.885,6.33,2.6,0,2.6,5,4.649405258,1,0,639
3,1.69599E+12,1.69599E+12,410.88,1.172,245.06,0.62,6.334,0.885,6.33,2.6,0,2.6,5,3.636023685,1,0,640
3,1.69599E+12,1.69599E+12,413.54,1.147,245.52,0.677,6.334,0.885,6.33,2.6,0,2.6,5,4.89215393,1,0,641
3,1.69599E+12,1.69599E+12,416.44,1.091,246.26,0.723,6.334,0.885,6.33,2.6,0,2.6,5,6.092754601,1,0,642
3,1.69599E+12,1.69599E+12,419.88,1.206,249.74,2.448,6.334,0.885,6.33,2.6,0,2.6,5,3.968972735,1,0,643
3,1.69599E+12,1.69599E+12,422.56,0.861,250.62,4.13,6.334,0.885,6.33,2.6,0,2.6,5,7.253987983,1,0,644
3,1.69599E+12,1.69599E+12,424.76,1.061,244.96,2.231,6.334,0.885,6.33,2.6,0,2.6,5,4.616562143,1,0,645
3,1.69599E+12,1.69599E+12,426.52,1.216,241.46,0.503,6.334,0.885,6.33,2.6,0,2.6,5,3.820342598,1,0,646
3,1.69599E+12,1.69599E+12,429.14,1.325,241.02,0.515,6.334,0.885,6.33,2.6,0,2.6,5,3.661384296,1,0,647
3,1.69599E+12,1.69599E+12,352.42,3.748,246.28,2.09,5,0,5,5,0,5,6,5.4169902,0,0,648
3,1.69599E+12,1.69599E+12,325.12,25.012,252.18,3.805,6.334,0.885,6.33,2.6,0,2.6,6,5.4169902,1,0,649
3,1.69599E+12,1.69599E+12,312.44,6.034,251.4,1.979,5,0,5,4.022,0.421,3.93,6,2.904922089,0,0,650
3,1.69599E+12,1.69599E+12,328.56,3.753,247.32,4.293,5.963,1.024,5.665,6.543,0.523,6.87,6,7.649253184,1,1,651
3,1.69599E+12,1.69599E+12,337.94,3.633,243.18,0.56,5.963,1.024,5.665,6.543,0.523,6.87,6,6.650975342,1,1,652
3,1.69599E+12,1.69599E+12,348.38,2.009,243.4,0.7,5.963,1.024,5.665,6.543,0.523,6.87,6,8.148897245,1,1,653
3,1.69599E+12,1.69599E+12,357.2,2.792,243.36,0.485,5.963,1.024,5.665,6.543,0.523,6.87,6,8.449409798,1,1,654
3,1.69599E+12,1.69599E+12,365.6,2.416,243.48,0.505,5.963,1.024,5.665,6.543,0.523,6.87,6,7.216279268,1,1,655
3,1.69599E+12,1.69599E+12,372.4,1.796,243.66,0.688,5.963,1.024,5.665,6.543,0.523,6.87,6,6.542891269,1,1,656
3,1.69599E+12,1.69599E+12,377.76,1.901,243.88,0.627,5.963,1.024,5.665,6.543,0.523,6.87,6,4.663137739,1,1,657
3,1.69599E+12,1.69599E+12,383.68,1.634,244.04,0.57,5.963,1.024,5.665,6.543,0.523,6.87,6,6.598889934,1,1,658
3,1.69599E+12,1.69599E+12,389.02,1.478,244.2,0.606,4.946,1.463,4.865,6.68,0.213,6.6,6,7.720105854,0,1,659
3,1.69599E+12,1.69599E+12,393.9,1.389,244.56,0.644,2.87,0,2.87,7.8,0.184,7.8,6,6.165310794,0,1,660
3,1.69599E+12,1.69599E+12,397.92,1.322,244.88,0.521,2.87,0,2.87,7.8,0.184,7.8,6,5.180871525,0,1,661
3,1.69599E+12,1.69599E+12,401.7,1.165,245.42,0.731,2.87,0,2.87,7,0.5,7,6,5.616249861,0,1,662
3,1.69599E+12,1.69599E+12,404.68,1.269,245.78,0.648,5.519,1.479,5.53,6.344,0.062,6.33,6,4.000520951,1,1,663
3,1.69599E+12,1.69599E+12,407.72,0.97,246.56,0.787,5.519,1.479,5.53,6.344,0.062,6.33,6,5.295609115,1,1,664
3,1.69599E+12,1.69599E+12,411.1,1.015,251.92,2.856,5.519,1.479,5.53,6.344,0.062,6.33,6,7.437833261,1,1,665
3,1.69599E+12,1.69599E+12,413.98,1.27,251.1,1.249,5.519,1.479,5.53,6.344,0.062,6.33,6,5.139429342,1,1,666
3,1.69599E+12,1.69599E+12,416.2,1.03,249.58,2.011,5.519,1.479,5.53,6.344,0.062,6.33,6,5.218280241,1,1,667
3,1.69599E+12,1.69599E+12,419.26,1.275,254.58,3.476,5.519,1.479,5.53,6.344,0.062,6.33,6,6.595743495,1,1,668
3,1.69599E+12,1.69599E+12,421.84,1.076,253.36,4.453,5.519,1.479,5.53,6.344,0.062,6.33,6,6.17705695,1,1,669
